Age,Credit_Score,Annual_Mileage,Vehicle_Ownership,Vehicle_Year,Speeding_Violations,Claim
65,575,21455,0,2005,6,1
38,538,12386,1,2021,5,1
45,601,11862,0,2022,5,0
43,691,12340,0,2004,6,1
50,821,14487,1,2011,7,1
38,668,20061,1,2003,2,1
52,532,12635,1,2021,2,1
69,494,19604,1,2023,9,1
51,311,22427,0,2003,7,1
58,476,8042,0,2004,6,1
68,516,22198,1,2006,9,1
64,310,27006,0,2005,4,1
35,745,15386,1,2012,3,0
28,463,16692,0,2003,5,1
40,352,28716,0,2012,8,1
65,517,20225,0,2003,5,1
39,659,21693,0,2009,7,1
34,684,11661,0,2019,0,0
22,355,15253,1,2000,5,1
61,417,25611,0,2020,1,1
28,552,23261,0,2007,2,1
47,479,23870,0,2006,5,1
32,714,28270,0,2004,1,1
44,534,26219,0,2002,3,1
52,379,16937,1,2014,5,1
50,321,5794,0,2016,4,1
37,776,19598,1,2022,5,0
33,739,11786,0,2012,5,0
51,392,9014,0,2014,7,1
19,491,12392,1,2018,8,1
52,402,17545,0,2019,4,1
57,695,10353,0,2013,5,0
45,306,8407,1,2020,5,1
64,530,22358,0,2012,5,1
56,539,25621,1,2011,1,1
23,389,21053,1,2023,3,1
26,531,18189,1,2022,0,1
37,756,16213,0,2008,0,0
18,532,12248,0,2002,0,1
25,653,9369,1,2010,6,1
40,632,13050,0,2009,0,0
20,738,21848,1,2000,5,1
21,674,26711,0,2016,1,1
42,591,10415,1,2012,5,1
64,644,20398,0,2013,5,1
55,727,13115,1,2000,2,0
32,429,5287,0,2001,7,1
38,440,8195,1,2001,3,1
52,714,23376,0,2006,6,1
63,392,12450,1,2008,3,1
69,583,7925,0,2023,0,1
31,522,19515,0,2003,5,1
53,762,22504,1,2001,4,1
29,844,10310,0,2018,8,1
34,575,21830,0,2004,8,1
56,439,16760,0,2008,7,1
26,656,19896,0,2023,6,1
52,322,28011,1,2012,1,1
30,569,24280,0,2011,7,1
32,632,22105,0,2018,2,1
35,384,23547,1,2008,5,1
68,330,15774,0,2009,9,1
50,539,20457,1,2018,6,1
23,662,14543,0,2009,5,0
44,688,8980,1,2011,4,0
40,598,25886,0,2013,3,1
44,670,16576,1,2007,1,0
51,398,23109,1,2015,8,1
63,346,8413,1,2016,6,1
55,721,5494,0,2019,6,1
31,779,5947,1,2003,3,0
53,361,5022,0,2005,4,1
25,408,6128,1,2011,5,1
52,848,18986,1,2017,1,0
36,418,21161,1,2006,3,1
47,681,21160,0,2004,3,1
31,691,21941,0,2009,3,1
37,351,14808,1,2005,6,1
66,588,25114,1,2013,6,1
42,636,26725,1,2005,6,1
57,503,11998,1,2013,6,1
41,537,12182,1,2011,1,1
31,681,28418,1,2021,4,1
43,435,23040,1,2011,9,1
55,706,25557,1,2007,1,1
40,807,26825,0,2009,4,1
39,661,13998,1,2015,5,0
65,680,8312,0,2019,2,0
36,553,18329,1,2007,5,1
63,776,20802,0,2008,4,1
68,413,16167,0,2012,3,1
20,319,7324,1,2019,9,1
59,827,14639,0,2016,8,1
36,444,26979,0,2018,7,1
26,507,18338,1,2016,6,1
45,830,15753,1,2006,0,0
37,675,10984,1,2000,8,1
62,803,23895,0,2019,8,1
24,465,20142,1,2013,5,1
31,849,16063,0,2016,6,1
26,480,5362,1,2012,2,1
36,743,8454,1,2001,4,0
64,631,24182,0,2013,6,1
69,802,26004,0,2000,0,1
31,378,8255,0,2004,0,1
55,695,22601,1,2006,4,1
53,402,22869,1,2018,8,1
57,701,10349,1,2013,6,1
34,523,12195,0,2023,0,1
47,817,15047,0,2013,4,0
26,535,12750,0,2014,7,1
50,726,27463,0,2004,7,1
69,415,14399,1,2004,1,1
42,462,18686,0,2020,6,1
31,525,13035,0,2023,9,1
28,529,6507,1,2001,4,1
52,481,22387,1,2017,8,1
58,548,27787,0,2023,2,1
31,617,19776,0,2008,0,0
47,509,22309,0,2009,3,1
58,691,29659,0,2017,6,1
21,395,11583,0,2003,0,1
21,385,8927,0,2007,1,1
45,714,22369,1,2017,4,1
25,693,20797,1,2019,8,1
19,800,9231,1,2016,0,0
58,432,10302,1,2015,3,1
63,613,10291,0,2017,2,0
39,520,5908,0,2006,4,1
58,737,20123,0,2000,4,1
33,345,17877,0,2000,9,1
46,491,19239,1,2017,1,1
66,819,26435,0,2003,4,1
65,678,7586,0,2022,8,1
47,633,14335,0,2019,4,0
29,338,20640,0,2020,9,1
52,592,22715,1,2019,1,1
28,461,28235,0,2003,6,1
63,630,15534,1,2005,5,0
67,403,6806,0,2002,6,1
38,460,15292,0,2005,7,1
38,353,22189,0,2012,9,1
22,333,25531,1,2022,4,1
65,541,15967,0,2006,1,1
37,412,21455,0,2023,6,1
54,617,5027,0,2003,6,1
20,322,13660,1,2000,7,1
61,417,25367,1,2005,6,1
50,511,12055,0,2023,9,1
26,717,28074,1,2004,6,1
26,412,14616,0,2012,8,1
21,343,15440,0,2018,7,1
52,427,8832,1,2003,1,1
34,457,20970,0,2023,1,1
51,693,18107,0,2005,6,1
41,811,18777,1,2012,9,1
49,344,20954,1,2004,9,1
18,407,21943,1,2012,2,1
25,518,12957,1,2009,0,1
62,742,17666,0,2002,8,1
40,614,25215,0,2022,2,1
64,476,15110,0,2012,0,1
57,527,12344,0,2011,5,1
29,566,26555,0,2003,3,1
29,678,21462,0,2009,0,1
63,788,18696,0,2002,3,0
64,589,26313,0,2016,7,1
32,656,25031,1,2008,6,1
58,503,6031,0,2000,0,1
36,512,28765,0,2017,9,1
43,622,23456,0,2008,8,1
69,480,28295,0,2020,5,1
46,798,20090,0,2019,1,1
39,619,27472,1,2008,2,1
57,382,20816,1,2001,6,1
38,602,22868,1,2018,2,1
68,561,15437,0,2015,2,1
55,499,20453,0,2002,4,1
37,539,27222,0,2015,2,1
46,594,19258,0,2020,2,1
68,811,6550,1,2012,4,0
21,695,17977,1,2002,4,0
24,437,26881,0,2009,8,1
45,428,9682,0,2021,0,1
45,348,19439,1,2017,0,1
21,592,23213,1,2005,8,1
39,835,8751,1,2005,4,0
29,610,27465,1,2017,3,1
62,836,17914,1,2005,1,0
20,533,15223,1,2005,8,1
39,508,20398,1,2021,5,1
61,393,11601,0,2012,8,1
19,626,25843,0,2013,4,1
41,524,8856,1,2020,3,1
51,310,17661,0,2006,6,1
44,628,20591,1,2012,4,1
58,311,11182,0,2014,7,1
18,334,27467,1,2011,7,1
25,746,12970,0,2020,1,0
40,751,20154,1,2000,4,1
55,519,7094,0,2002,9,1
23,740,17095,0,2017,7,1
39,834,27622,1,2021,2,1
42,528,24416,1,2007,6,1
35,643,18672,1,2001,2,0
34,379,22932,0,2003,5,1
29,652,19228,0,2017,1,0
23,695,13559,0,2012,5,0
43,589,5064,0,2014,5,1
44,754,8299,1,2001,7,1
25,427,9849,1,2009,4,1
36,842,10639,0,2001,0,0
59,658,23419,1,2020,7,1
18,826,16055,1,2011,8,1
46,612,27058,1,2004,0,1
62,374,23612,1,2011,4,1
66,845,27004,0,2022,5,1
52,495,21980,1,2000,3,1
57,328,24990,1,2001,1,1
31,315,15866,1,2015,4,1
52,722,8889,0,2021,3,0
65,704,24890,1,2001,6,1
62,830,20458,0,2015,5,1
37,376,22779,0,2019,2,1
66,528,28913,1,2015,8,1
30,596,29687,1,2005,3,1
55,809,5452,0,2012,4,0
66,837,15995,0,2011,2,0
63,625,28720,0,2022,7,1
66,662,7631,0,2009,6,1
25,658,7186,1,2004,6,1
60,623,10967,0,2007,7,1
37,625,27758,1,2005,6,1
50,464,26742,1,2004,2,1
43,754,9348,0,2019,2,0
56,452,6459,1,2021,1,1
38,426,6942,0,2005,0,1
66,492,19896,0,2021,4,1
59,829,26806,0,2016,3,1
60,309,19407,1,2005,1,1
58,391,20622,1,2016,0,1
26,438,19557,0,2004,2,1
41,780,26580,1,2022,5,1
54,748,21445,1,2016,1,1
66,632,22878,1,2016,9,1
58,639,22564,1,2012,6,1
34,351,18093,1,2021,6,1
41,765,27652,0,2006,2,1
38,774,7788,1,2021,0,0
68,700,15400,1,2020,8,1
56,738,26020,0,2005,4,1
58,808,26105,1,2013,1,1
56,452,27094,1,2015,7,1
30,813,29086,1,2002,9,1
28,802,21489,0,2008,9,1
63,305,25471,1,2014,3,1
36,799,8925,1,2020,9,1
28,417,23292,0,2017,6,1
30,784,23433,0,2009,4,1
63,767,19568,1,2009,2,0
62,460,17656,0,2022,9,1
18,569,14466,0,2002,7,1
57,355,29556,0,2000,1,1
61,527,8904,1,2002,0,1
36,448,20467,1,2004,4,1
29,345,15419,0,2006,3,1
25,443,25180,0,2002,9,1
25,639,21676,0,2003,6,1
62,712,15414,0,2016,8,1
29,819,27650,1,2002,5,1
65,643,27754,0,2022,0,1
50,686,17165,1,2003,7,1
62,772,15683,0,2001,1,0
43,574,20442,1,2013,3,1
56,652,9860,1,2004,2,0
45,365,8729,0,2020,5,1
22,378,19400,1,2001,1,1
25,501,29346,1,2014,4,1
42,412,26894,1,2010,8,1
44,390,13619,0,2021,2,1
63,440,28145,1,2009,1,1
40,588,16164,1,2019,1,1
47,710,11110,0,2000,8,1
62,676,11955,0,2018,5,0
64,683,5106,1,2013,1,0
40,451,9754,1,2022,2,1
66,618,16525,0,2021,0,0
64,668,26662,0,2013,1,1
37,761,11408,1,2000,1,0
35,311,12635,1,2008,1,1
35,455,6225,0,2016,6,1
19,776,17196,0,2013,2,0
21,700,9250,1,2012,3,0
47,476,20372,1,2012,1,1
50,640,22279,0,2005,4,1
53,356,17097,1,2006,8,1
35,747,23004,1,2001,8,1
54,502,26472,1,2007,6,1
36,501,17055,1,2023,7,1
64,629,10419,0,2005,4,0
45,662,22769,0,2002,4,1
57,753,20713,1,2017,2,1
37,655,16784,1,2017,5,0
66,515,7433,1,2021,0,1
50,322,15998,1,2022,2,1
29,454,16575,0,2005,1,1
68,485,6301,1,2010,6,1
32,548,11858,1,2002,8,1
58,433,13950,0,2015,3,1
56,620,13938,0,2004,6,1
19,689,10644,1,2023,7,1
46,733,16078,0,2021,9,1
58,321,26472,0,2001,1,1
27,424,14260,1,2014,6,1
19,378,26824,1,2015,2,1
68,350,28877,0,2006,7,1
28,475,27675,1,2015,5,1
30,552,19690,0,2023,2,1
27,545,8307,0,2003,7,1
31,405,26092,0,2015,2,1
35,492,21488,1,2016,8,1
68,615,25217,1,2001,2,1
26,601,5395,0,2015,0,0
56,847,24901,0,2003,1,1
45,567,15845,1,2006,3,1
20,469,8291,0,2017,1,1
37,754,23394,0,2005,3,1
23,591,18138,1,2017,3,1
44,440,9537,1,2006,3,1
19,445,14860,1,2001,0,1
46,724,26352,1,2018,8,1
55,613,26146,0,2008,9,1
20,483,22435,1,2003,6,1
33,427,24225,1,2013,1,1
47,586,11618,0,2004,2,1
57,552,9723,0,2006,7,1
19,685,28856,0,2007,6,1
34,529,29297,1,2014,3,1
58,570,26908,0,2018,3,1
29,714,24968,1,2010,8,1
52,497,19837,0,2019,4,1
60,622,13539,1,2022,4,0
18,355,6263,0,2003,6,1
62,502,18305,1,2017,0,1
32,437,26049,1,2013,2,1
43,721,29398,0,2005,1,1
54,356,15934,0,2015,9,1
38,370,15265,1,2017,5,1
66,671,21339,0,2000,5,1
48,813,6351,1,2007,9,1
42,383,28364,1,2000,0,1
40,342,12190,1,2000,5,1
41,432,25211,0,2018,9,1
55,694,24030,1,2020,1,1
45,364,21650,1,2009,3,1
38,589,15885,1,2017,5,1
60,675,12434,1,2011,2,0
35,766,6022,0,2016,2,0
53,512,29331,0,2000,2,1
52,447,7037,1,2007,3,1
62,770,13756,0,2009,8,1
26,448,29162,0,2009,3,1
55,387,18558,1,2017,3,1
47,623,22443,0,2008,3,1
61,695,6424,0,2001,6,1
51,703,9123,0,2002,4,0
49,381,21603,0,2001,1,1
20,585,5405,0,2005,6,1
20,681,14829,0,2022,2,0
45,569,23702,1,2011,0,1
61,591,14951,0,2021,8,1
32,752,13983,1,2018,4,0
58,323,26442,1,2014,9,1
40,610,22693,1,2018,0,1
57,760,29005,0,2011,0,1
28,507,17025,0,2017,0,1
65,737,9929,1,2015,8,1
49,837,14522,1,2001,7,1
53,635,17638,1,2010,5,0
50,721,13702,0,2011,9,1
41,620,15764,0,2004,5,0
56,796,17121,0,2023,5,0
51,462,19219,1,2005,3,1
45,840,6617,0,2010,4,0
54,464,15248,0,2020,9,1
24,594,22904,1,2009,2,1
21,341,29276,0,2003,2,1
54,584,6583,1,2008,9,1
18,686,11704,0,2011,6,1
18,437,12988,1,2009,4,1
64,486,27967,0,2013,7,1
37,730,22959,1,2004,4,1
36,715,28319,0,2000,3,1
46,725,14953,1,2004,2,0
27,715,27560,1,2015,1,1
35,325,7613,0,2004,2,1
45,670,8892,0,2004,6,1
52,684,17336,1,2017,7,1
60,355,11733,0,2005,4,1
64,552,9431,1,2020,0,1
48,405,29496,1,2017,2,1
44,429,22765,0,2009,3,1
28,675,8515,0,2014,9,1
66,607,9454,0,2023,3,0
66,390,12769,1,2021,0,1
55,692,27873,1,2010,9,1
22,833,13384,0,2018,8,1
25,409,18727,1,2012,9,1
51,639,8534,1,2019,3,0
65,655,5755,0,2002,1,0
69,467,23909,1,2015,8,1
29,751,22211,1,2006,3,1
55,404,26132,1,2011,3,1
18,449,23717,0,2014,5,1
48,445,26330,0,2007,7,1
21,598,13302,1,2022,4,1
66,466,17907,0,2016,7,1
62,347,29430,1,2000,0,1
67,538,13984,0,2020,3,1
22,306,19385,1,2007,0,1
47,763,12181,1,2013,2,0
41,752,18445,1,2009,6,1
20,670,17875,1,2018,0,0
28,848,8414,0,2007,4,0
62,786,20005,1,2018,0,1
21,510,14501,1,2003,5,1
43,464,19245,0,2009,8,1
44,424,11457,0,2022,2,1
63,636,11749,1,2002,5,0
60,491,5296,1,2003,3,1
44,513,14821,0,2015,5,1
59,627,21952,1,2023,1,1
68,680,10283,1,2003,3,0
67,538,18119,1,2019,6,1
23,831,12664,1,2019,5,0
32,381,12511,1,2012,8,1
47,662,10465,1,2020,6,1
59,804,29647,1,2016,0,1
54,501,17557,1,2022,5,1
54,803,9382,1,2015,2,0
59,336,21449,0,2016,7,1
54,701,22263,0,2005,0,1
52,475,29643,0,2002,9,1
40,844,14408,1,2019,1,0
23,766,28606,1,2023,2,1
21,500,18690,1,2003,2,1
35,839,10069,0,2007,6,1
26,846,24623,0,2019,7,1
66,693,16672,1,2008,8,1
46,341,21891,0,2021,6,1
30,692,12704,0,2000,7,1
64,740,22509,1,2012,5,1
69,805,22269,1,2001,1,1
34,619,24225,0,2022,0,1
62,514,12975,1,2009,2,1
49,370,17069,0,2022,8,1
65,535,11565,0,2018,6,1
39,580,27467,0,2016,1,1
21,461,9870,1,2023,0,1
22,490,23909,0,2012,1,1
54,308,14117,0,2013,2,1
58,359,25599,1,2010,5,1
66,524,6938,1,2009,8,1
30,586,16554,0,2006,7,1
51,468,8232,1,2009,9,1
62,361,25128,1,2023,8,1
39,648,27605,0,2000,7,1
40,741,8465,1,2013,6,1
68,313,5440,0,2002,5,1
20,463,21845,1,2012,7,1
59,719,10413,1,2001,5,0
51,819,16663,0,2016,1,0
49,847,10755,0,2020,8,1
62,327,10012,1,2002,8,1
68,745,24547,1,2014,2,1
66,507,21126,1,2007,8,1
38,769,11752,0,2005,1,0
63,403,5005,1,2008,2,1
61,725,9776,0,2010,5,0
38,400,12038,1,2021,3,1
61,840,11414,1,2001,7,1
28,821,27123,1,2008,0,1
56,405,8970,1,2017,5,1
21,576,16050,1,2018,1,1
68,364,7606,0,2021,5,1
18,487,21482,0,2017,0,1
45,616,5525,0,2004,1,0
41,437,11337,1,2017,8,1
52,642,6180,0,2011,5,0
30,404,29451,0,2003,7,1
64,845,25875,1,2014,6,1
51,679,18057,1,2010,8,1
28,409,10922,0,2018,8,1
53,844,8071,0,2004,3,0
68,653,27025,0,2005,6,1
34,616,28765,0,2012,4,1
52,565,7792,0,2022,6,1
35,364,26162,0,2009,3,1
57,632,18844,0,2023,9,1
39,812,5014,1,2013,0,0
41,432,23799,0,2003,3,1
36,839,7685,1,2019,9,1
54,834,21212,1,2022,2,1
56,795,14428,1,2011,8,1
38,668,13159,0,2014,4,0
25,398,29310,0,2009,3,1
45,616,9100,1,2010,7,1
22,422,11374,0,2008,4,1
34,619,11004,0,2010,2,0
54,794,10521,1,2001,1,0
53,756,16412,0,2012,7,1
36,821,16755,1,2021,1,0
44,819,28539,1,2007,7,1
51,614,24681,1,2020,4,1
28,841,24017,1,2020,7,1
62,778,8890,0,2007,4,0
64,319,22175,1,2000,0,1
29,429,14191,0,2005,1,1
38,592,5151,0,2012,5,1
28,431,24447,0,2008,2,1
56,655,27751,0,2005,7,1
45,353,29288,1,2014,4,1
22,686,18861,1,2022,2,0
34,564,23475,1,2015,9,1
37,514,20032,1,2003,6,1
58,759,9599,1,2016,7,1
63,757,17274,0,2008,3,0
29,342,17218,1,2011,8,1
23,577,28792,0,2021,5,1
34,429,7977,0,2018,0,1
68,649,22226,1,2019,4,1
36,843,8793,0,2011,4,0
43,405,6659,0,2021,6,1
65,300,10162,1,2005,6,1
61,731,15705,1,2011,5,0
61,605,27830,1,2008,7,1
69,826,21040,0,2019,1,1
49,352,9270,1,2004,6,1
23,819,18286,1,2020,9,1
53,629,8603,0,2002,6,1
55,624,18772,1,2001,3,0
28,413,28148,0,2007,9,1
50,446,22600,0,2009,1,1
41,465,7291,1,2014,3,1
40,678,18123,0,2008,3,0
32,438,8811,0,2009,5,1
44,598,18347,1,2010,6,1
28,575,26377,1,2008,2,1
68,477,18851,1,2013,9,1
67,653,20513,0,2004,0,1
34,453,10142,0,2008,2,1
68,500,28246,1,2003,8,1
31,414,27917,1,2001,0,1
44,367,17194,1,2018,7,1
35,744,12526,0,2000,1,0
45,744,24362,1,2020,5,1
68,625,26731,0,2000,2,1
64,658,18513,1,2011,6,1
64,444,17084,0,2010,1,1
21,574,29317,0,2000,3,1
24,808,18349,1,2013,9,1
62,478,20068,0,2010,8,1
52,776,9595,0,2006,5,0
65,713,20402,1,2001,3,1
26,452,27595,1,2014,1,1
25,403,14955,0,2007,9,1
69,374,23554,0,2021,8,1
62,427,18996,0,2019,3,1
34,644,29911,1,2014,8,1
34,830,24405,0,2007,1,1
66,458,29220,0,2009,6,1
50,837,6185,1,2018,4,0
49,725,8285,1,2002,7,1
25,322,8447,1,2019,7,1
36,346,25375,1,2013,3,1
55,824,15662,1,2008,3,0
20,443,9899,0,2008,7,1
22,718,21060,0,2020,2,1
30,384,6935,0,2005,6,1
64,715,14445,1,2007,7,1
63,781,14274,1,2010,7,1
48,755,15335,1,2007,9,1
33,596,22669,0,2011,3,1
67,411,13545,1,2009,8,1
49,529,12479,1,2022,9,1
39,395,10255,1,2003,3,1
46,677,23269,0,2015,7,1
39,455,10062,1,2019,5,1
60,720,12066,1,2005,4,0
20,404,15712,0,2008,3,1
27,629,20991,1,2022,4,1
59,738,8022,1,2004,0,0
38,431,26649,1,2020,6,1
33,681,6547,0,2023,7,1
29,437,17210,1,2005,8,1
19,569,9204,1,2016,2,1
58,849,12590,0,2016,8,1
41,695,6368,0,2023,9,1
52,763,16529,1,2021,4,0
47,749,23141,0,2012,9,1
47,630,20945,1,2016,5,1
64,552,14709,0,2013,0,1
52,584,18644,1,2001,8,1
36,573,9917,1,2018,8,1
67,319,24868,1,2002,5,1
25,538,16877,0,2001,7,1
43,569,18224,0,2001,3,1
66,717,8052,1,2021,4,0
57,609,13382,1,2006,4,0
24,330,22316,1,2003,6,1
47,403,25621,1,2016,6,1
24,485,12240,0,2005,6,1
20,427,8238,0,2006,4,1
18,509,15407,1,2019,3,1
53,713,5565,0,2005,7,1
42,580,26762,0,2008,0,1
54,552,10558,0,2019,0,1
18,318,21375,1,2003,5,1
32,435,22127,1,2004,1,1
54,522,16103,0,2018,2,1
30,302,20174,0,2009,3,1
57,535,13722,1,2017,1,1
25,764,26793,1,2014,9,1
22,527,13753,1,2000,6,1
26,798,10629,0,2004,9,1
18,820,11318,0,2004,0,0
53,438,5301,0,2007,2,1
52,575,25151,1,2021,1,1
19,590,25664,1,2021,8,1
57,352,12506,1,2021,7,1
40,409,13701,1,2019,2,1
26,303,11962,1,2014,4,1
51,346,10429,0,2016,2,1
63,393,20866,0,2018,5,1
31,512,12248,0,2012,4,1
21,735,24829,1,2021,1,1
47,807,7203,0,2020,9,1
48,504,24218,1,2009,7,1
55,680,7479,0,2016,5,0
28,372,26240,0,2004,2,1
52,815,15386,1,2017,0,0
25,375,5434,0,2016,4,1
20,376,15230,0,2003,1,1
31,709,6706,0,2021,1,0
30,405,29644,0,2006,8,1
62,775,10725,0,2004,9,1
49,574,23288,0,2007,6,1
51,387,28402,0,2007,5,1
62,376,8959,1,2010,0,1
36,376,19521,0,2008,9,1
55,741,16143,1,2018,1,0
33,839,11825,0,2018,6,1
19,544,11347,1,2008,2,1
57,681,17841,1,2022,1,0
34,441,27540,0,2019,5,1
51,667,7713,1,2016,7,1
59,383,16561,1,2015,7,1
33,442,27578,0,2006,1,1
55,651,17787,1,2021,5,0
19,844,11512,0,2002,4,0
19,451,28251,1,2020,6,1
43,457,25111,1,2018,3,1
30,745,15596,1,2007,1,0
64,602,24930,1,2004,9,1
48,749,20182,0,2005,2,1
51,523,23687,0,2001,8,1
56,342,25065,0,2023,9,1
20,563,29236,0,2018,7,1
25,302,8221,0,2012,8,1
40,567,25758,1,2005,4,1
31,315,6082,0,2005,4,1
44,633,13637,1,2001,6,1
46,763,18123,0,2023,6,1
56,358,18042,0,2004,0,1
56,476,19133,0,2010,4,1
18,362,22976,0,2010,7,1
34,606,10608,1,2023,6,1
58,545,10526,0,2013,1,1
47,588,26563,1,2012,7,1
30,631,11472,1,2007,1,0
38,826,7775,0,2014,9,1
36,554,20828,1,2011,0,1
36,809,17008,1,2002,2,0
42,762,22974,0,2020,2,1
39,498,27388,1,2022,5,1
48,570,20055,0,2004,2,1
34,363,28614,0,2005,6,1
40,529,23615,1,2001,7,1
49,548,10118,1,2007,2,1
27,545,27838,1,2004,8,1
27,456,12960,1,2021,0,1
53,387,22945,1,2016,2,1
25,612,17464,1,2001,2,0
69,365,25030,1,2010,6,1
37,319,12596,0,2003,4,1
49,332,12240,0,2010,3,1
67,372,9942,0,2008,1,1
31,642,24622,1,2005,6,1
67,432,18536,1,2023,2,1
45,354,6600,1,2001,6,1
63,360,10700,0,2014,9,1
69,819,11071,0,2004,6,1
41,571,15248,0,2011,1,1
32,545,17523,1,2012,6,1
39,475,22093,0,2016,5,1
47,616,24355,0,2003,9,1
21,430,22177,1,2009,3,1
30,401,24483,0,2000,4,1
40,609,16047,0,2010,7,1
25,591,27414,0,2015,4,1
35,794,10765,1,2010,2,0
29,660,5026,0,2008,1,0
48,637,11693,1,2001,5,0
31,309,26706,1,2006,5,1
51,348,29660,0,2018,6,1
35,786,27335,0,2017,7,1
51,620,24485,1,2019,3,1
28,432,11609,1,2006,7,1
58,382,14314,1,2022,0,1
29,356,21258,1,2008,5,1
66,675,10309,1,2011,5,0
32,648,5011,0,2002,2,0
48,570,29154,1,2022,8,1
66,782,20389,0,2021,4,1
46,410,26797,1,2015,0,1
43,375,18671,0,2006,6,1
35,457,10774,1,2022,9,1
49,831,21563,0,2004,2,1
39,628,5796,0,2022,9,1
55,421,12279,1,2006,9,1
34,340,12188,1,2018,3,1
40,466,28696,0,2016,5,1
41,322,7024,0,2015,7,1
67,578,12666,0,2020,3,1
25,768,8217,1,2023,8,1
58,699,11584,1,2020,7,1
23,308,10285,1,2018,9,1
22,312,12370,1,2017,9,1
61,351,22903,0,2018,5,1
46,508,27995,1,2003,6,1
45,849,11856,1,2000,7,1
28,701,7432,1,2003,1,0
18,490,27841,1,2003,4,1
60,350,9866,1,2008,6,1
36,692,18566,0,2007,7,1
26,599,10054,1,2001,4,1
44,495,14108,0,2022,2,1
51,716,23454,1,2005,5,1
61,719,6781,1,2022,4,0
21,821,29914,1,2010,7,1
53,655,22900,1,2003,8,1
35,447,16062,0,2013,8,1
32,664,16774,0,2020,5,0
68,663,26875,1,2021,3,1
30,701,27333,0,2008,3,1
36,791,20958,0,2001,8,1
66,528,24674,1,2000,3,1
23,836,25954,0,2003,7,1
65,567,14638,0,2011,8,1
29,704,6379,1,2004,4,0
68,310,14675,1,2008,5,1
54,619,29054,0,2021,2,1
34,425,15266,1,2003,4,1
40,605,22184,1,2015,4,1
43,810,20195,1,2001,1,1
46,388,15929,0,2015,9,1
50,654,10267,1,2015,5,0
44,651,24879,1,2020,8,1
42,313,8257,0,2023,6,1
27,556,27942,0,2023,7,1
64,508,17069,0,2021,1,1
40,580,5981,0,2010,8,1
38,742,15668,0,2000,2,0
38,688,23472,1,2014,9,1
60,782,24336,0,2023,4,1
30,446,16656,1,2003,6,1
54,578,23510,0,2017,3,1
50,820,26196,1,2016,6,1
41,733,13063,1,2006,7,1
61,443,25245,0,2017,9,1
28,588,27287,0,2012,9,1
34,685,23975,0,2019,3,1
21,313,14665,0,2019,4,1
64,556,24706,0,2009,2,1
42,645,11437,0,2000,4,0
47,644,15375,1,2001,7,1
26,699,7861,1,2016,2,0
38,506,17842,1,2021,4,1
37,471,23039,1,2002,9,1
36,763,23139,1,2016,0,1
36,569,29621,0,2011,1,1
29,520,11227,0,2023,2,1
54,451,26022,1,2011,0,1
59,482,16424,1,2019,8,1
34,698,14643,0,2009,8,1
54,371,15310,0,2006,4,1
65,717,23951,0,2009,3,1
56,582,20233,0,2017,4,1
45,373,18200,1,2021,3,1
58,654,24507,1,2005,4,1
52,796,26548,0,2006,6,1
64,627,15532,0,2016,7,1
65,834,28465,1,2011,1,1
35,746,26291,1,2016,3,1
31,672,14680,1,2017,7,1
52,661,26346,0,2013,6,1
61,392,15619,1,2010,8,1
58,620,12150,0,2001,4,0
24,623,6766,0,2020,5,0
58,683,8549,0,2000,7,1
30,645,23693,1,2010,4,1
35,402,14634,1,2001,8,1
54,514,6976,0,2015,3,1
30,491,20560,1,2021,7,1
53,493,17165,0,2002,2,1
48,679,28564,1,2019,4,1
19,702,7490,0,2000,7,1
33,310,16995,0,2020,9,1
26,486,25765,1,2019,6,1
26,314,17019,1,2007,0,1
55,596,27371,0,2018,3,1
28,710,12425,1,2000,1,0
39,351,17857,0,2004,1,1
50,327,25003,0,2000,6,1
53,316,27444,0,2010,2,1
62,650,13689,0,2020,2,0
40,727,8976,0,2008,5,0
62,528,19205,0,2004,5,1
62,509,5704,0,2001,0,1
51,730,10452,0,2012,0,0
26,593,17849,1,2017,5,1
41,403,11094,1,2011,6,1
25,503,8681,0,2013,8,1
24,352,25522,0,2004,3,1
53,674,23300,0,2023,9,1
35,353,14566,1,2009,5,1
20,575,12501,0,2019,2,1
45,634,6845,0,2001,3,0
23,330,26038,0,2003,8,1
61,434,11413,1,2011,0,1
61,357,29495,1,2010,4,1
38,404,12990,1,2003,6,1
45,565,14628,0,2010,2,1
57,821,18230,0,2008,1,0
18,795,24474,1,2009,1,1
53,552,22754,0,2005,0,1
38,594,23312,1,2014,4,1
60,457,6636,1,2009,2,1
52,848,27564,0,2021,6,1
30,366,29667,0,2020,0,1
66,598,23227,0,2005,8,1
27,762,29760,0,2000,1,1
61,400,19707,1,2020,7,1
64,355,22215,1,2021,9,1
27,631,10538,1,2023,3,0
63,692,26699,1,2019,5,1
30,680,15317,1,2020,8,1
54,391,17454,1,2003,6,1
55,746,20449,0,2022,7,1
41,408,13455,1,2021,6,1
19,616,26711,0,2013,1,1
39,467,20059,0,2019,8,1
34,734,20630,1,2021,0,1
53,741,6286,1,2019,1,0
31,517,6529,0,2007,2,1
27,521,15000,0,2010,2,1
52,827,11655,1,2014,9,1
42,577,6877,1,2018,3,1
20,765,14941,0,2007,4,0
64,329,26815,1,2012,5,1
55,658,23862,1,2017,0,1
